account_id,age,gender,gmv_total,days_since_registration,max_credit_card_limit,tot_subsidio_utilizado,qt_offer_completed,qt_offer_received,qt_offer_viewed,qt_transaction,channels_frequency_conversao,channel_web_frequency_conversao,channel_email_frequency_conversao,channel_mobile_frequency_conversao,channel_social_frequency_conversao,bogo_conversao,discount_conversao,informational_conversao,avg_discount_value_conversao,avg_duration_conversao,avg_min_value_conversao,reward_conversao,amount_conversao,qt_transacional_conversao,min_time_conversao,max_time_conversao
3723ab433eb44fa9b236768166f7e1e6,46,F,31.200000000000003,2842,64000,3,1,4,4,8,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,9.24,1,22.25,22.25
a45b69f1c8554ae7af83e74426ca437a,77,F,160.42,2842,39000,11,4,5,4,14,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":3}]",4,4,3,0,0,4,0,2.75,7.75,12.5,11,58.559999999999995,4,0,23.25
da50429e4d43437eb8073e4264e686a5,61,M,132.32,3556,82000,10,1,4,4,7,"[{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",0,1,1,1,1,0,0,10,7,10,10,27.4,1,18.25,18.25
fa417442977e4910ad8b3823db0b617e,54,M,23.72,3067,75000,null,null,4,3,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
bd095a56876e4be1b2431b209ad9e5f7,77,M,287.32,3439,111000,14,4,5,3,10,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",4,4,3,2,1,3,0,3.5,8,11.25,14,122.79,4,9.25,25.5
d5cc312f1ef64b43aa37d07bfcec99d4,26,M,156.35000000000002,2987,53000,20,3,4,1,13,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,3,2,1,2,1,0,6.666666666666667,8,11.666666666666666,20,23.08,3,0.25,26.25
e0d711a52cd545b59d6ba229b327fc5c,30,F,223.51,3037,58000,30,4,4,3,15,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",3,4,4,3,4,0,0,7.5,6,7.5,30,66.52,4,2.25,24
d3319408a4864682abdeef1e8e81f692,42,F,163,2932,53000,18,4,5,5,12,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3}]",4,4,3,3,2,2,0,4.5,6.75,9.25,18,61.169999999999995,4,9.5,27.75
7798e0c17e124ecda35b1530d4761145,55,F,7.37,2919,31000,null,null,5,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
8683df2fbc284da1a4efdd75d9c81089,22,M,108.29,2979,34000,2,1,4,3,11,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,2,10,10,2,5.31,1,11,11
b9c53d6ca63c4e638567827345f412c9,52,M,38.589999999999996,3018,37000,3,1,6,4,8,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,11.54,1,14.25,14.25
98a12d1ecd934b9c89ac289213f4cd81,48,F,270.97,3572,66000,27,4,4,4,15,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",3,4,4,3,3,1,0,6.75,7.25,8.75,27,86.46,4,6.75,26.5
00715b6e55c3431cb56ff7307eb19675,58,F,375.12,2954,119000,32,5,6,3,15,"[{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2},{""channel"":""web"",""frequency"":4}]",4,5,3,2,2,3,0,6.4,7.8,14,32,116.78999999999999,5,0.5,27.75
a5650d514c3d470484f99c62bc4605e0,42,F,69.50999999999999,2990,75000,18,3,5,5,3,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3}]",2,3,3,3,2,1,0,6,6.333333333333333,7.333333333333333,18,69.50999999999999,3,5,27.5
10ed1b85c9614852916a00c155fdaa08,118,null,null,3743,null,null,null,5,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6d4e6ed6cbab412ab8b50074ffdddcd6,48,F,141.95999999999998,3036,72000,13,2,4,4,8,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",1,2,2,2,1,1,0,6.5,7,8.5,13,32.61,2,0.25,10
ab2dfcc6a76844a9a5a37d9d93a74ff7,61,M,5.51,3006,46000,null,null,4,2,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
b58cb099874a4d3990cc7159630b9f6a,58,M,83.58,2876,103000,7,2,4,2,3,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2}]",2,2,2,0,1,1,0,3.5,7,7.5,7,28.19,2,21,21
d4cda03646ce4bdeb949e2d02cc3d05f,90,F,139.76,3733,80000,15,3,3,3,6,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3}]",3,3,3,3,1,2,0,5,7.333333333333333,9,15,55.230000000000004,3,0.5,23.25
d81ed5c788bd49ec803bec849c64dbba,78,F,145.54,3377,113000,30,4,4,4,6,"[{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3},{""channel"":""web"",""frequency"":3}]",3,4,3,3,3,1,0,7.5,6.75,11.25,30,88.3,4,4.25,25.5
fdae2b70c8a64776955ebf738f459149,67,M,18,2851,52000,null,null,4,4,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9b59c4800e8a4ae1b8e7f071891bbc6c,45,M,41.14,3994,35000,8,2,4,2,13,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",2,2,1,1,0,2,0,4,8.5,13.5,8,4.27,2,25.25,25.25
2a7014d0d87945a1aa9e4748ff7ee6df,66,F,199.18,3637,73000,22,4,5,4,10,"[{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3},{""channel"":""web"",""frequency"":3}]",3,4,4,3,3,1,0,5.5,7.25,7.5,22,83.71000000000001,4,14.25,26.25
918a8c25939b446b8d906e335724c31d,32,M,142.39000000000001,3453,45000,12,3,5,1,11,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":1}]",3,3,3,1,2,1,0,4,6.333333333333333,6.666666666666667,12,26.6,3,16.75,25
ed37c25354be4a6ba43cdd1287b926e9,63,F,237.97,2983,102000,32,5,6,5,9,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":5},{""channel"":""social"",""frequency"":2}]",4,5,5,2,4,1,0,6.4,6.6,8,32,112.64,5,9,26.25
f084daa12c104c47b4dfd5375c901416,78,F,75.07000000000001,2928,71000,22,4,6,2,4,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":1}]",4,4,3,1,2,2,0,5.5,7.25,11.25,22,63.650000000000006,4,11.5,29
404ba9109a7f4aa384329a925f76c47d,56,M,344.68,3606,72000,26,6,6,5,18,"[{""channel"":""web"",""frequency"":6},{""channel"":""email"",""frequency"":6},{""channel"":""mobile"",""frequency"":6},{""channel"":""social"",""frequency"":4}]",6,6,6,4,3,3,0,4.333333333333333,6.5,8.333333333333334,26,93.94,6,1,24.25
491eb273ba74499ea1257775a317f2e3,61,F,167.92999999999998,3535,73000,22,4,4,3,8,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",4,4,4,3,3,1,0,5.5,6.75,7.5,22,76.63,4,2.75,22.25
ba9fb3e4a7084361914c1647d871d27e,30,M,167.79,3187,69000,9,3,4,2,8,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",3,3,2,1,0,3,0,3,9,13.333333333333334,9,47.59,3,23,26
d1d5eaf6a38a44baa2cd998f870d939b,50,F,373.3,2982,41000,19,5,5,5,12,"[{""channel"":""web"",""frequency"":5},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",5,5,4,3,2,3,0,3.8,8.4,10,19,70.49,5,3.75,29.25
ff23416f1f724ece8b81bae7acb279ed,58,F,33.48,2955,75000,7,2,5,2,1,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2}]",2,2,2,0,1,1,0,3.5,7,7.5,7,33.48,2,18.25,18.25
8ed64cd9600948b89eb41be4de183788,26,M,212.97,3490,66000,25,5,5,4,11,"[{""channel"":""web"",""frequency"":4},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":5},{""channel"":""social"",""frequency"":3}]",4,5,5,3,3,2,0,5,6.6,7.4,25,106.62,5,1.25,27.5
903a660a683d4430a4d6eeb08e2c7b06,53,F,null,2787,64000,null,null,3,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0a3a378dedac4d5f80aa616e5c8007b3,51,F,109.57,3061,86000,5,1,5,4,4,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,5,5,5,5,30.88,1,20.75,20.75
492e3e3adea34fdf907cabaa222cf27c,22,M,25.54,2746,71000,7,2,5,3,7,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,1,1,0,3.5,8.5,7.5,7,10.15,2,22.25,23.25
553f27ac698849a9995b114817e85818,61,M,92.02000000000001,2767,94000,7,2,5,5,3,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,1,1,0,3.5,7.5,7.5,7,63.41,2,8.5,28.75
8184c15e16704a54a32705a4f10caec6,28,F,99.80000000000001,2944,32000,25,4,5,4,10,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3}]",3,4,4,3,2,2,0,6.25,6.5,9.25,25,39.519999999999996,4,12,25.5
998ea4ad4888418ea48370ff40ac713b,75,M,227.99,3190,87000,32,4,5,3,9,"[{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3},{""channel"":""web"",""frequency"":3}]",3,4,4,3,3,1,0,8,6,10,32,61.25,4,0.25,24.25
8e2649dbe4f54d869ad0f4fd80f45ea8,62,F,224.13,3094,79000,21,4,4,4,11,"[{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":4},{""channel"":""web"",""frequency"":3}]",3,4,4,4,2,2,0,5.25,6.5,7.25,21,64.47,4,10.75,25
c78fd6429c624b73aeb2a269d9c15f0a,62,M,18.270000000000003,2837,31000,3,1,3,2,6,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,8.96,1,28.25,28.25
abcc3cffbf8b483bad88116fe6ee3cd5,118,null,7.5600000000000005,2765,null,null,null,6,6,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
f58e8897221343baa70ee46717883176,71,M,4.380000000000001,2815,31000,null,null,4,2,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
09533b07fec7435d97fe33fc9aca6428,59,F,null,3170,87000,null,null,3,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2999a95f137240ed802890b38f0466e5,54,M,145.63,4343,73000,20,5,6,5,7,"[{""channel"":""web"",""frequency"":5},{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":4}]",5,5,4,4,2,3,0,4,7.4,9.4,20,104.41,5,0.75,26.5
2100a915e90a4078b87eefe030c6aba3,66,F,12.200000000000001,2817,52000,7,3,5,4,4,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3}]",3,3,3,3,0,3,0,2.3333333333333335,9,9,7,8.07,3,22.75,22.75
557ecb1cb868494385af086cb3f459b8,52,M,132.98,3363,69000,20,2,5,4,10,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":2}]",2,2,2,2,2,0,0,10,5,10,20,33.07,2,7.75,24.75
5a8632617ff644e995d3044c07f749b6,32,M,13.45,2809,65000,5,1,5,2,5,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,1,0,0,5,5,5,5,7.1,1,2.25,2.25
3136a7b5dda645718108505f7aa4fdaf,50,M,126.22,3096,39000,13,3,4,4,13,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3}]",3,3,3,3,2,1,0,4.333333333333333,5.666666666666667,5.666666666666667,13,35.370000000000005,3,17.75,24.75
5e332332b3fe442381e1059080868aa3,50,M,99.38,2736,51000,5,2,3,3,7,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":2},{""channel"":""mobile"",""frequency"":2},{""channel"":""social"",""frequency"":1}]",2,2,2,1,0,2,0,2.5,7,8.5,5,25.46,2,0.25,14
dac462b20c3d498dbf9aca07d863b6e3,29,M,20.35,2978,54000,3,1,6,5,5,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,3,7,7,3,9.73,1,16.25,16.25
e27b7b5d901d438ab0365f39d460dbf5,58,F,150.85999999999999,2947,114000,17,3,6,4,5,"[{""channel"":""web"",""frequency"":2},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":2}]",2,3,3,2,2,1,0,5.666666666666667,6.333333333333333,8.333333333333334,17,75.68,3,15.75,27.25
ee2e614aa81844bbaf5189c241d20a6a,118,null,10.370000000000001,3242,null,null,null,5,4,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
f87c32879b224b6b909fb6014affaedf,50,F,343.64,3090,97000,28,5,6,5,13,"[{""channel"":""email"",""frequency"":5},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":3},{""channel"":""web"",""frequency"":4}]",4,5,4,3,3,2,0,5.6,7.2,9.4,28,131.39000000000001,5,1,24.75
7fdff5bc0f6c4df99a22b893372df102,118,null,40.419999999999995,3703,null,13,3,6,5,11,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":3},{""channel"":""mobile"",""frequency"":3},{""channel"":""social"",""frequency"":3}]",3,3,3,3,2,1,0,4.333333333333333,5.666666666666667,5.666666666666667,13,14.829999999999998,3,18,24.25
6be998814d624a4c807221ef2f8999ec,48,M,122.57000000000001,2978,100000,25,4,5,4,5,"[{""channel"":""web"",""frequency"":3},{""channel"":""email"",""frequency"":4},{""channel"":""mobile"",""frequency"":4},{""channel"":""social"",""frequency"":2}]",3,4,4,2,4,0,0,6.25,6.5,6.25,25,68.87,4,12.25,27.25
fc7e71b430164eb0af03d683fec37518,48,M,27.52,3064,76000,10,1,5,5,1,"[{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",0,1,1,1,1,0,0,10,7,10,10,27.52,1,20,20
4972685b8b39473782a14f7709afe8b3,95,F,20.01,2752,44000,2,1,3,2,7,"[{""channel"":""web"",""frequency"":1},{""channel"":""email"",""frequency"":1},{""channel"":""mobile"",""frequency"":1},{""channel"":""social"",""frequency"":1}]",1,1,1,1,0,1,0,2,10,10,2,4.33,1,29.75,29.75
